"","Estimate","Std. Error","t value","Pr(>|t|)","CI Lower","CI Upper","DF"
"errorBetaGamma_data$gammas.l.",1.13070480762982,0.00338853391605497,333.68555122689,3.40110040879104e-234,1.1240140302511,1.13739558500854,164
