"","Estimate","Std. Error","t value","Pr(>|t|)","CI Lower","CI Upper","DF"
"errorBetaGamma_data$gammas.l.",1.13573707815838,0.00360882165441176,314.711334313223,4.9528617830504e-230,1.12861133502364,1.14286282129312,164
