"","Estimate","Std. Error","t value","Pr(>|t|)","CI Lower","CI Upper","DF"
"errorBetaGamma_data$gammas.l.",1.09363696641441,0.00315741753030425,346.370714648254,7.54997921494762e-237,1.0874025363304,1.09987139649842,164
