"","Estimate","Std. Error","t value","Pr(>|t|)","CI Lower","CI Upper","DF"
"errorBetaGamma_data$gammas.l.",1.24386929768409,0.00723292578842948,171.973186794466,3.97872048134494e-187,1.22958763563022,1.25815095973796,164
