"","Estimate","Std. Error","t value","Pr(>|t|)","CI Lower","CI Upper","DF"
"errorBetaGamma_data$gammas.l.",1.80889704569105,0.0245458727749349,73.6945498853155,1.25471986888939e-127,1.76043037120232,1.85736372017978,164
